match_id,match_name,match_type,city,venue_id,venue,date,team_1,team_2,toss_winner,toss_decision,winner,result,player_of_match
243,Nepal tour of Malaysia,T20,,78,Kuala Lumpur,2019-07-13,63,34,63,bat,Nepal,by 7 wickets,400
244,Nepal tour of Malaysia,T20,,78,Kuala Lumpur,2019-07-14,63,34,34,bat,Nepal,by 6 runs,486
248,Bangladesh Twenty20 Tri-Series,T20,,46,Dhaka,2019-09-13,66,82,66,field,Bangladesh,by 3 wickets,358
249,Bangladesh Twenty20 Tri-Series,T20,,85,Chattogram,2019-09-18,66,82,82,field,Bangladesh,by 39 runs,82
250,ICC Men's T20 World Cup Americas Region Final,T20,,86,Hamilton,2019-08-18,52,17,52,bat,Bermuda,by 6 runs,827
251,ICC Men's T20 World Cup Americas Region Final,T20,,86,Hamilton,2019-08-18,48,55,48,bat,Canada,by 84 runs,841
252,ICC Men's T20 World Cup Americas Region Final,T20,,48,Hamilton,2019-08-19,52,48,52,bat,,no result,0
253,ICC Men's T20 World Cup Americas Region Final,T20,,48,Hamilton,2019-08-19,55,17,17,field,United States of America,by 10 runs,0
254,ICC Men's T20 World Cup Americas Region Final,T20,,86,Hamilton,2019-08-21,52,55,55,bat,Bermuda,by 6 wickets,0
255,ICC Men's T20 World Cup Americas Region Final,T20,,86,Hamilton,2019-08-21,48,17,17,bat,Canada,by 4 wickets,839
256,ICC Men's T20 World Cup Americas Region Final,T20,,86,Hamilton,2019-08-22,48,55,48,field,Canada,by 8 wickets,839
257,ICC Men's T20 World Cup Americas Region Final,T20,,87,Hamilton,2019-08-22,17,52,52,field,Bermuda,by 4 wickets,831
258,ICC Men's T20 World Cup Americas Region Final,T20,,86,Hamilton,2019-08-24,55,17,55,bat,United States of America,by 9 wickets,530
259,ICC Men's T20 World Cup Americas Region Final,T20,,86,Hamilton,2019-08-25,48,17,17,field,Canada,by 15 runs,841
260,ICC Men's T20 World Cup Americas Region Final,T20,,86,Hamilton,2019-08-25,52,55,55,bat,Bermuda,by 6 wickets,828
261,Botswana tour of Namibia,T20,,88,Windhoek,2019-08-19,61,7,7,field,Namibia,by 93 runs,872
262,Botswana tour of Namibia,T20,,88,Windhoek,2019-08-20,61,7,7,field,Namibia,by 124 runs,881
263,Botswana tour of Namibia,T20,,88,Windhoek,2019-08-22,61,7,61,bat,Namibia,by 78 runs,583
264,Botswana tour of Namibia,T20,,88,Windhoek,2019-08-23,61,7,7,bat,Namibia,by 8 wickets,586
265,Oman Pentangular T20I Series,T20,,67,Al Amarat,2019-10-05,11,62,11,field,Ireland,by 6 wickets,0
266,Oman Pentangular T20I Series,T20,,67,Al Amarat,2019-10-06,42,11,11,field,Oman,by 43 runs,0
267,Oman Pentangular T20I Series,T20,,67,Al Amarat,2019-10-06,54,34,34,field,Nepal,by 4 wickets,0
268,Oman Pentangular T20I Series,T20,,67,Al Amarat,2019-10-07,34,62,34,field,Nepal,by 4 wickets,0
269,Oman Pentangular T20I Series,T20,,67,Al Amarat,2019-10-07,54,11,11,bat,Ireland,by 66 runs,0
270,Oman Pentangular T20I Series,T20,,67,Al Amarat,2019-10-09,11,34,11,bat,Ireland,by 13 runs,0
271,Oman Pentangular T20I Series,T20,,67,Al Amarat,2019-10-09,42,62,62,bat,Oman,by 7 wickets,0
272,Oman Pentangular T20I Series,T20,,67,Al Amarat,2019-10-10,54,62,54,field,Netherlands,by 37 runs,0
273,Oman Pentangular T20I Series,T20,,67,Al Amarat,2019-10-10,42,34,42,field,Oman,by 6 wickets,0
274,Australia tour of England,T20,,9,Southampton,2020-09-04,64,14,14,field,England,by 2 runs,138
275,Australia tour of England,T20,,9,Southampton,2020-09-06,14,64,14,bat,England,by 6 wickets,121
276,Australia tour of England,T20,,9,Southampton,2020-09-08,64,14,14,field,Australia,by 5 wickets,461
277,Pakistan tour of England,T20,,35,Manchester,2020-08-28,64,80,80,field,,no result,0
278,Pakistan tour of England,T20,,35,Manchester,2020-08-30,80,64,64,field,England,by 5 wickets,120
279,Pakistan tour of England,T20,,35,Manchester,2020-09-01,80,64,64,field,Pakistan,by 5 runs,268
280,Sri Lanka tour of Pakistan,T20,,31,Lahore,2019-10-05,80,4,80,field,Sri Lanka,by 64 runs,339
281,Sri Lanka tour of Pakistan,T20,,31,Lahore,2019-10-07,80,4,4,bat,Sri Lanka,by 35 runs,563
282,Sri Lanka tour of Pakistan,T20,,31,Lahore,2019-10-09,80,4,4,bat,Sri Lanka,by 13 runs,565
283,ICC Men's T20 World Cup Qualifier,T20,,66,Dubai,2019-10-18,49,90,49,field,Singapore,by 2 runs,779
284,ICC Men's T20 World Cup Qualifier,T20,,18,Abu Dhabi,2019-10-18,54,11,54,bat,Ireland,by 8 wickets,240
285,ICC Men's T20 World Cup Qualifier,T20,,66,Dubai,2019-10-18,59,62,62,bat,Netherlands,by 30 runs,222
286,ICC Men's T20 World Cup Qualifier,T20,,18,Abu Dhabi,2019-10-18,19,42,42,field,Oman,by 7 wickets,490
287,ICC Men's T20 World Cup Qualifier,T20,,66,Dubai,2019-10-19,52,9,9,field,Papua New Guinea,by 10 wickets,283
288,ICC Men's T20 World Cup Qualifier,T20,,18,Abu Dhabi,2019-10-19,100,21,100,bat,Jersey,by 69 runs,686
289,ICC Men's T20 World Cup Qualifier,T20,,66,Dubai,2019-10-19,61,62,62,bat,Netherlands,by 44 runs,393
290,ICC Men's T20 World Cup Qualifier,T20,,89,Dubai,2019-10-19,59,49,49,bat,Scotland,by 31 runs,208
291,ICC Men's T20 World Cup Qualifier,T20,,18,Abu Dhabi,2019-10-19,19,11,19,field,United Arab Emirates,by 5 wickets,245
292,ICC Men's T20 World Cup Qualifier,T20,,89,Dubai,2019-10-20,61,9,9,bat,Papua New Guinea,by 81 runs,278
293,ICC Men's T20 World Cup Qualifier,T20,,63,Abu Dhabi,2019-10-20,48,100,100,field,Canada,by 53 runs,840
294,ICC Men's T20 World Cup Qualifier,T20,,89,Dubai,2019-10-20,52,90,52,bat,Singapore,by 5 wickets,902
295,ICC Men's T20 World Cup Qualifier,T20,,18,Abu Dhabi,2019-10-20,54,42,42,field,Oman,by 7 wickets,489
296,ICC Men's T20 World Cup Qualifier,T20,,66,Dubai,2019-10-21,9,49,49,bat,Scotland,by 4 runs,356
297,ICC Men's T20 World Cup Qualifier,T20,,18,Abu Dhabi,2019-10-21,19,54,54,bat,United Arab Emirates,by 8 wickets,249
298,ICC Men's T20 World Cup Qualifier,T20,,63,Abu Dhabi,2019-10-21,11,42,42,field,Ireland,by 35 runs,476
299,ICC Men's T20 World Cup Qualifier,T20,,66,Dubai,2019-10-21,52,59,59,bat,Kenya,by 45 runs,616
300,ICC Men's T20 World Cup Qualifier,T20,,18,Abu Dhabi,2019-10-21,48,21,48,bat,Canada,by 50 runs,840
301,ICC Men's T20 World Cup Qualifier,T20,,66,Dubai,2019-10-22,61,49,61,bat,Namibia,by 24 runs,588
302,ICC Men's T20 World Cup Qualifier,T20,,66,Dubai,2019-10-22,62,90,90,bat,Netherlands,by 5 wickets,220
303,ICC Men's T20 World Cup Qualifier,T20,,63,Abu Dhabi,2019-10-22,19,100,100,bat,Jersey,by 35 runs,689
304,ICC Men's T20 World Cup Qualifier,T20,,89,Dubai,2019-10-23,52,61,61,field,Namibia,by 6 wickets,592
305,ICC Men's T20 World Cup Qualifier,T20,,63,Abu Dhabi,2019-10-23,21,42,21,bat,Oman,by 7 wickets,489
306,ICC Men's T20 World Cup Qualifier,T20,,89,Dubai,2019-10-23,59,90,90,bat,Kenya,by 7 wickets,618
307,ICC Men's T20 World Cup Qualifier,T20,,18,Abu Dhabi,2019-10-23,48,11,48,bat,Canada,by 10 runs,840
308,ICC Men's T20 World Cup Qualifier,T20,,18,Abu Dhabi,2019-10-23,54,100,54,bat,Hong Kong,by 8 runs,893
309,ICC Men's T20 World Cup Qualifier,T20,,66,Dubai,2019-10-24,62,9,62,bat,Papua New Guinea,by 5 wickets,0
310,ICC Men's T20 World Cup Qualifier,T20,,63,Abu Dhabi,2019-10-24,19,21,19,field,United Arab Emirates,by 5 wickets,813
311,ICC Men's T20 World Cup Qualifier,T20,,63,Abu Dhabi,2019-10-24,48,54,54,bat,Hong Kong,by 32 runs,887
312,ICC Men's T20 World Cup Qualifier,T20,,17,Dubai,2019-10-24,52,49,52,field,Scotland,by 46 runs,207
313,ICC Men's T20 World Cup Qualifier,T20,,17,Dubai,2019-10-25,9,90,90,field,Papua New Guinea,by 43 runs,499
314,ICC Men's T20 World Cup Qualifier,T20,,63,Abu Dhabi,2019-10-25,11,100,11,field,Ireland,by 8 wickets,475
315,ICC Men's T20 World Cup Qualifier,T20,,17,Dubai,2019-10-25,59,61,61,bat,Namibia,by 87 runs,586
316,ICC Men's T20 World Cup Qualifier,T20,,18,Abu Dhabi,2019-10-25,48,42,48,bat,Oman,by 8 wickets,488
317,ICC Men's T20 World Cup Qualifier,T20,,18,Abu Dhabi,2019-10-26,11,21,21,bat,Ireland,by 8 wickets,48
318,ICC Men's T20 World Cup Qualifier,T20,,17,Dubai,2019-10-26,52,62,62,bat,Netherlands,by 92 runs,883
319,ICC Men's T20 World Cup Qualifier,T20,,17,Dubai,2019-10-26,61,90,90,field,Namibia,by 87 runs,586
320,ICC Men's T20 World Cup Qualifier,T20,,17,Dubai,2019-10-27,59,9,59,field,Papua New Guinea,by 45 runs,283
321,ICC Men's T20 World Cup Qualifier,T20,,63,Abu Dhabi,2019-10-27,54,21,21,bat,Hong Kong,by 5 wickets,892
322,ICC Men's T20 World Cup Qualifier,T20,,18,Abu Dhabi,2019-10-27,100,42,42,field,Jersey,by 14 runs,0
323,ICC Men's T20 World Cup Qualifier,T20,,17,Dubai,2019-10-27,62,49,62,field,Netherlands,by 4 wickets,226
324,ICC Men's T20 World Cup Qualifier,T20,,18,Abu Dhabi,2019-10-27,19,48,48,field,United Arab Emirates,by 14 runs,250
325,ICC Men's T20 World Cup Qualifier,T20,,17,Dubai,2019-10-29,19,62,19,bat,Netherlands,by 8 wickets,765
326,ICC Men's T20 World Cup Qualifier,T20,,17,Dubai,2019-10-29,61,42,61,bat,Namibia,by 54 runs,588
327,ICC Men's T20 World Cup Qualifier,T20,,17,Dubai,2019-10-30,19,49,49,bat,Scotland,by 90 runs,205
328,ICC Men's T20 World Cup Qualifier,T20,,17,Dubai,2019-10-30,54,42,42,bat,Oman,by 12 runs,488
329,ICC Men's T20 World Cup Qualifier,T20,,66,Dubai,2019-10-31,42,49,42,bat,Scotland,by 5 wickets,211
330,ICC Men's T20 World Cup Qualifier,T20,,17,Dubai,2019-11-01,11,62,11,field,Netherlands,by 21 runs,220
331,ICC Men's T20 World Cup Qualifier,T20,,17,Dubai,2019-11-01,61,9,9,bat,Papua New Guinea,by 18 runs,283
332,ICC Men's T20 World Cup Qualifier,T20,,17,Dubai,2019-11-02,11,61,11,bat,Ireland,by 27 runs,381
333,ICC Men's T20 World Cup Qualifier,T20,,17,Dubai,2019-11-02,62,9,9,bat,Netherlands,by 7 wickets,765
334,Ireland Tri-Nation T20I Series,T20,,49,Dublin,2019-09-16,62,49,62,field,Scotland,by 58 runs,205
335,Ireland Tri-Nation T20I Series,T20,,49,Dublin,2019-09-17,11,49,49,bat,Ireland,by 4 wickets,380
336,Ireland Tri-Nation T20I Series,T20,,49,Dublin,2019-09-18,11,62,11,bat,Netherlands,by 6 wickets,218
337,Ireland Tri-Nation T20I Series,T20,,49,Dublin,2019-09-19,62,49,62,bat,Scotland,by 6 wickets,0
338,Iberia Cup,T20,,90,Murcia,2019-10-25,86,38,86,field,Spain,by 8 wickets,0
339,Iberia Cup,T20,,90,Murcia,2019-10-26,36,38,36,bat,Portugal,by 6 wickets,0
340,Iberia Cup,T20,,90,Murcia,2019-10-26,86,36,86,field,Spain,by 8 wickets,0
341,Iberia Cup,T20,,90,Murcia,2019-10-26,86,38,38,field,Spain,by 29 runs,0
342,Iberia Cup,T20,,90,Murcia,2019-10-27,86,36,86,field,Spain,by 6 wickets,0
343,Singapore Twenty20 Tri-Series,T20,,83,Singapore,2019-09-27,34,82,34,bat,Zimbabwe,by 5 wickets,62
344,Singapore Twenty20 Tri-Series,T20,,83,Singapore,2019-09-28,90,34,90,bat,Nepal,by 9 wickets,400
345,Singapore Twenty20 Tri-Series,T20,,83,Singapore,2019-09-29,90,82,90,bat,Singapore,by 4 runs,434
346,Singapore Twenty20 Tri-Series,T20,,83,Singapore,2019-10-01,34,82,34,field,Zimbabwe,by 40 runs,434
347,Singapore Twenty20 Tri-Series,T20,,83,Singapore,2019-10-03,90,82,82,field,Zimbabwe,by 8 wickets,73
348,Vanuatu tour of Malaysia,T20,,78,Kuala Lumpur,2019-09-29,63,95,95,bat,Vanuatu,by 17 runs,511
349,Vanuatu tour of Malaysia,T20,,78,Kuala Lumpur,2019-10-01,63,95,95,bat,Vanuatu,by 51 runs,979
350,Vanuatu tour of Malaysia,T20,,78,Kuala Lumpur,2019-10-02,63,95,63,bat,Malaysia,by 26 runs,513
351,Vanuatu tour of Malaysia,T20,,78,Kuala Lumpur,2019-10-03,63,95,63,bat,Vanuatu,by 6 wickets,511
352,Vanuatu tour of Malaysia,T20,,78,Kuala Lumpur,2019-10-04,63,95,63,bat,Malaysia,by 22 runs,728
353,Sri Lanka tour of India,T20,,43,Indore,2020-01-07,47,4,47,field,India,by 7 wickets,750
355,Ireland tour of West Indies,T20,,91,St George's,2020-01-15,28,11,11,bat,Ireland,by 4 runs,240
356,Ireland tour of West Indies,T20,,62,Basseterre,2020-01-18,28,11,28,field,,no result,0
357,Ireland tour of West Indies,T20,,62,Basseterre,2020-01-19,28,11,28,field,West Indies,by 9 wickets,173
358,Germany tour of Spain,T20,,92,Almeria,2020-03-08,86,53,86,field,Spain,by 9 wickets,0
359,Germany tour of Spain,T20,,92,Almeria,2020-03-08,86,53,86,field,Germany,by 58 runs,0
360,South Asian Games Men's Cricket Competition,T20,,93,Kirtipur,2019-12-05,34,29,29,field,Nepal,by 141 runs,399
361,South Asian Games Men's Cricket Competition,T20,,93,Kirtipur,2019-12-06,34,71,34,bat,Nepal,by 84 runs,405
362,South Asian Games Men's Cricket Competition,T20,,93,Kirtipur,2019-12-07,29,71,71,field,Maldives,by 8 wickets,743
363,South Asian Games Men's Cricket Competition,T20,,93,Kirtipur,2019-12-09,34,71,34,field,Nepal,by 5 wickets,407
364,Bangladesh tour of Pakistan,T20,,31,Lahore,2020-01-24,80,66,66,bat,Pakistan,by 5 wickets,179
365,Bangladesh tour of Pakistan,T20,,31,Lahore,2020-01-25,80,66,66,bat,Pakistan,by 9 wickets,178
368,Zimbabwe tour of Bangladesh,T20,,46,Dhaka,2020-03-09,66,82,82,field,Bangladesh,by 48 runs,81
369,Zimbabwe tour of Bangladesh,T20,,46,Dhaka,2020-03-11,66,82,66,field,Bangladesh,by 9 wickets,265
370,Hong Kong tour of Malaysia,T20,,78,Kuala Lumpur,2020-02-20,63,54,63,bat,Malaysia,by 21 runs,1022
371,Hong Kong tour of Malaysia,T20,,78,Kuala Lumpur,2020-02-21,63,54,63,bat,Malaysia,by 35 runs,723
372,Hong Kong tour of Malaysia,T20,,78,Kuala Lumpur,2020-02-23,63,54,63,bat,Malaysia,by 8 runs,726
373,Hong Kong tour of Malaysia,T20,,78,Kuala Lumpur,2020-02-24,63,54,63,bat,Malaysia,by 13 runs,723
374,Hong Kong tour of Malaysia,T20,,78,Kuala Lumpur,2020-02-26,63,54,54,bat,Malaysia,by 6 wickets,887
375,ACC Western Region T20,T20,,67,Al Amarat,2020-02-25,42,71,42,field,Oman,by 10 wickets,230
377,ACC Western Region T20,T20,,67,Al Amarat,2020-02-25,78,51,51,bat,Bahrain,by 6 wickets,1047
379,ACC Western Region T20,T20,,67,Al Amarat,2020-02-26,46,78,78,field,Kuwait,by 87 runs,792
381,ACC Western Region T20,T20,,67,Al Amarat,2020-02-27,46,19,46,field,United Arab Emirates,by 102 runs,233
382,ACC Eastern Region T20,T20,,94,Bangkok,2020-02-29,40,90,40,field,Singapore,by 43 runs,903
383,ACC Eastern Region T20,T20,,94,Bangkok,2020-03-01,54,34,34,field,Hong Kong,by 43 runs,894
384,ACC Eastern Region T20,T20,,94,Bangkok,2020-03-01,40,63,40,bat,Malaysia,by 8 wickets,791
385,ACC Eastern Region T20,T20,,94,Bangkok,2020-03-03,63,90,90,bat,Singapore,by 128 runs,0
386,ACC Eastern Region T20,T20,,94,Bangkok,2020-03-03,40,54,40,bat,Hong Kong,by 8 wickets,0
387,ACC Eastern Region T20,T20,,94,Bangkok,2020-03-04,40,34,40,bat,Nepal,by 9 wickets,405
388,ACC Eastern Region T20,T20,,94,Bangkok,2020-03-04,54,90,90,bat,Singapore,by 16 runs,560
389,ACC Eastern Region T20,T20,,94,Bangkok,2020-03-06,54,63,63,bat,Hong Kong,by 6 wickets,0
390,India tour of Australia,T20,,70,Canberra,2020-12-04,47,14,14,field,India,by 11 runs,59
391,India tour of Australia,T20,,19,Sydney,2020-12-06,14,47,47,field,India,by 6 wickets,158
392,India tour of Australia,T20,,19,Sydney,2020-12-08,14,47,47,field,Australia,by 12 runs,329
393,Luxembourg Twenty20 Tri-Series,T20,,95,Walferdange,2020-08-29,23,98,23,bat,Belgium,by 37 runs,0
394,Luxembourg Twenty20 Tri-Series,T20,,95,Walferdange,2020-08-30,23,104,23,bat,Belgium,by 87 runs,0
395,Luxembourg Twenty20 Tri-Series,T20,,95,Walferdange,2020-08-30,23,98,23,bat,Belgium,by 49 runs,0
396,Isle of Man tour of Guernsey,T20,,75,St Peter Port,2020-08-21,33,76,33,bat,Guernsey,by 8 wickets,1133
397,Zimbabwe tour of Pakistan,T20,,96,,2020-11-07,82,80,82,bat,Pakistan,by 6 wickets,178
398,Zimbabwe tour of Pakistan,T20,,96,,2020-11-08,82,80,80,field,Pakistan,by 8 wickets,899
399,Zimbabwe tour of Pakistan,T20,,96,,2020-11-10,82,80,82,bat,Pakistan,by 8 wickets,1138
400,West Indies tour of New Zealand,T20,,8,Auckland,2020-11-27,28,24,24,field,New Zealand,by 5 wickets,98
401,West Indies tour of New Zealand,T20,,7,Mount Maunganui,2020-11-29,24,28,28,field,New Zealand,by 72 runs,104
402,West Indies tour of New Zealand,T20,,7,Mount Maunganui,2020-11-30,28,24,24,field,,no result,0
403,Pakistan tour of New Zealand,T20,,8,Auckland,2020-12-18,80,24,80,bat,New Zealand,by 5 wickets,1145
404,Pakistan tour of New Zealand,T20,,22,Hamilton,2020-12-20,80,24,80,bat,New Zealand,by 9 wickets,105
405,Pakistan tour of New Zealand,T20,,6,Napier,2020-12-22,24,80,80,field,Pakistan,by 4 wickets,435
406,Australia tour of New Zealand,T20,,81,Christchurch,2021-02-22,24,14,14,field,New Zealand,by 53 runs,1142
407,Australia tour of New Zealand,T20,,97,Dunedin,2021-02-25,24,14,14,field,New Zealand,by 4 runs,190
408,Australia tour of New Zealand,T20,,21,Wellington,2021-03-03,14,24,24,field,Australia,by 64 runs,198
409,Australia tour of New Zealand,T20,,21,Wellington,2021-03-05,14,24,14,bat,Australia,by 50 runs,1
410,Australia tour of New Zealand,T20,,98,Wellington,2021-03-07,14,24,14,bat,New Zealand,by 7 wickets,190
411,Bangladesh tour of New Zealand,T20,,22,Hamilton,2021-03-28,24,66,24,bat,New Zealand,by 66 runs,1142
412,Bangladesh tour of New Zealand,T20,,6,Napier,2021-03-30,24,66,66,field,New Zealand,by 28 runs,104
413,Bangladesh tour of New Zealand,T20,,8,Auckland,2021-04-01,24,66,66,field,New Zealand,by 65 runs,1148
414,Balkan Cup,T20,,99,,2020-10-16,35,69,35,bat,Bulgaria,by 33 runs,1156
415,Balkan Cup,T20,,99,,2020-10-17,69,35,69,bat,Romania,by 52 runs,1164
416,Balkan Cup,T20,,99,,2020-10-18,35,69,35,bat,Romania,by 6 wickets,1176
417,England tour of South Africa,T20,,41,Cape Town,2020-11-27,10,64,64,field,England,by 5 wickets,119
418,England tour of South Africa,T20,,100,Paarl,2020-11-29,10,64,64,field,England,by 4 wickets,138
419,England tour of South Africa,T20,,41,Cape Town,2020-12-01,10,64,10,bat,England,by 9 wickets,138
420,Pakistan tour of England,T20,,101,Nottingham,2021-07-16,80,64,64,field,Pakistan,by 31 runs,376
421,Pakistan tour of England,T20,,102,Leeds,2021-07-18,64,80,80,field,England,by 45 runs,153
422,Pakistan tour of England,T20,,103,Manchester,2021-07-20,80,64,80,bat,England,by 3 wickets,117
423,South Africa tour of Pakistan,T20,,31,Lahore,2021-02-11,80,10,10,field,Pakistan,by 3 runs,435
424,South Africa tour of Pakistan,T20,,31,Lahore,2021-02-13,80,10,10,field,South Africa,by 6 wickets,132
425,South Africa tour of Pakistan,T20,,31,Lahore,2021-02-14,10,80,80,field,Pakistan,by 4 wickets,182
426,India v England,T20,,104,Ahmedabad,2021-03-12,47,64,64,field,England,by 8 wickets,452
427,England tour of India,T20,,104,Ahmedabad,2021-03-14,64,47,47,field,India,by 7 wickets,1189
428,England tour of India,T20,,104,Ahmedabad,2021-03-16,47,64,64,field,England,by 8 wickets,121
429,England tour of India,T20,,104,Ahmedabad,2021-03-18,47,64,64,field,India,by 8 runs,1190
430,England tour of India,T20,,104,Ahmedabad,2021-03-20,47,64,64,field,India,by 36 runs,169
431,Sri Lanka tour of England,T20,,105,Cardiff,2021-06-23,4,64,4,bat,England,by 8 wickets,121
432,Sri Lanka tour of England,T20,,105,Cardiff,2021-06-24,4,64,4,bat,England,by 5 wickets,134
433,Sri Lanka tour of England,T20,,106,Southampton,2021-06-26,64,4,4,field,England,by 89 runs,138
434,Pakistan tour of South Africa,T20,,107,Johannesburg,2021-04-10,10,80,10,bat,Pakistan,by 4 wickets,435
435,Pakistan tour of South Africa,T20,,107,Johannesburg,2021-04-12,80,10,80,bat,South Africa,by 6 wickets,1183
436,Pakistan tour of South Africa,T20,,108,Centurion,2021-04-14,10,80,80,field,Pakistan,by 9 wickets,178
437,Pakistan tour of South Africa,T20,,108,Centurion,2021-04-16,10,80,80,field,Pakistan,by 3 wickets,308
438,South Africa tour of Ireland,T20,,109,Dublin,2021-07-19,10,11,11,field,South Africa,by 33 runs,133
439,South Africa tour of Ireland,T20,,110,Belfast,2021-07-22,10,11,10,bat,South Africa,by 42 runs,130
440,South Africa tour of Ireland,T20,,110,Belfast,2021-07-24,10,11,10,bat,South Africa,by 49 runs,707
441,Sri Lanka tour of West Indies,T20,,111,Coolidge,2021-03-03,4,28,28,field,West Indies,by 4 wickets,143
442,Sri Lanka tour of West Indies,T20,,111,Coolidge,2021-03-05,4,28,4,bat,Sri Lanka,by 43 runs,565
443,Sri Lanka tour of West Indies,T20,,111,Coolidge,2021-03-07,4,28,4,bat,West Indies,by 3 wickets,454
444,England tour of West Indies,T20,,112,Bridgetown,2022-01-22,64,28,28,field,West Indies,by 9 wickets,270
445,England tour of West Indies,T20,,112,Bridgetown,2022-01-23,64,28,28,field,England,by 1 runs,153
446,England tour of West Indies,T20,,112,Bridgetown,2022-01-26,28,64,64,field,West Indies,by 20 runs,144
447,England tour of West Indies,T20,,112,Bridgetown,2022-01-29,64,28,28,field,England,by 34 runs,153
448,England tour of West Indies,T20,,112,Bridgetown,2022-01-30,28,64,28,bat,West Indies,by 17 runs,270
449,Pakistan tour of Zimbabwe,T20,,5,Harare,2021-04-21,80,82,82,field,Pakistan,by 11 runs,435
450,Pakistan tour of Zimbabwe,T20,,5,Harare,2021-04-23,82,80,80,field,Zimbabwe,by 19 runs,1210
451,Pakistan tour of Zimbabwe,T20,,5,Harare,2021-04-25,80,82,80,bat,Pakistan,by 24 runs,186
452,Uganda tour of Namibia,T20,,113,Windhoek,2021-04-03,43,61,43,bat,Namibia,by 7 wickets,586
453,Uganda tour of Namibia,T20,,114,Windhoek,2021-04-05,61,43,61,bat,Namibia,by 20 runs,588
454,Uganda tour of Namibia,T20,,114,Windhoek,2021-04-05,61,43,61,bat,Namibia,by 65 runs,872
